MessageId,ConversationId,Sender,Content,Type,CreatedAt
6a4537a3d9e915dc0682776c,6a4537a3d9e915dc0682775e,6a446e92bc8a00e9cc2565fa,"Hello, could we discuss this further? (Placement enquiry)",text,2026-06-05
6a4537a3d9e915dc0682776d,6a4537a3d9e915dc0682775e,6a446e92bc8a00e9cc2565fa,"I've forwarded this to the concerned department. (Leave request)",document,2026-06-06
6a4537a3d9e915dc0682776e,6a4537a3d9e915dc0682775e,6a446e92bc8a00e9cc2565fa,"Hello, could we discuss this further? (Placement enquiry)",text,2026-06-06
6a4537a3d9e915dc0682776f,6a4537a3d9e915dc0682775e,6a446c99c565d1d2499d408b,"The details have been updated in the portal. (Scholarship enquiry)",document,2026-06-07
6a4537a3d9e915dc06827770,6a4537a3d9e915dc0682775e,6a446e92bc8a00e9cc2565fa,"Please approve my request at the earliest. (Leave request)",document,2026-06-07
6a4537a3d9e915dc06827771,6a4537a3d9e915dc0682775e,6a446c99c565d1d2499d408b,"Let me know if you need any more details. (Internal marks doubt)",text,2026-06-07
6a4537a3d9e915dc06827772,6a4537a3d9e915dc0682775e,6a446c99c565d1d2499d408b,"Thank you for your prompt response. (Attendance clarification)",text,2026-06-08
6a4537a3d9e915dc06827773,6a4537a3d9e915dc0682775e,6a446e92bc8a00e9cc2565fa,"Hello, could we discuss this further? (Hostel issue)",document,2026-06-09
6a4537a3d9e915dc06827774,6a4537a3d9e915dc0682775e,6a446e92bc8a00e9cc2565fa,"This looks good to me. Proceed. (Hackathon registration)",text,2026-06-10
6a4537a3d9e915dc06827775,6a4537a3d9e915dc0682775e,6a446c99c565d1d2499d408b,"The details have been updated in the portal. (Scholarship enquiry)",text,2026-06-10
6a4537a3d9e915dc06827776,6a4537a3d9e915dc0682775e,6a446c99c565d1d2499d408b,"When is the deadline for this submission? (Exam timetable)",text,2026-06-10
6a4537a3d9e915dc06827777,6a4537a3d9e915dc0682775e,6a446e92bc8a00e9cc2565fa,"I've forwarded this to the concerned department. (Hackathon registration)",text,2026-06-11
6a4537a3d9e915dc06827778,6a4537a3d9e915dc0682775e,6a446e92bc8a00e9cc2565fa,"This looks good to me. Proceed. (Hostel issue)",text,2026-06-11
6a4537a3d9e915dc06827779,6a4537a3d9e915dc0682775e,6a446e92bc8a00e9cc2565fa,"This looks good to me. Proceed. (Fee clarification)",text,2026-06-11
6a4537a3d9e915dc0682777a,6a4537a3d9e915dc0682775e,6a446e92bc8a00e9cc2565fa,"I have attached the document you requested. (Hackathon registration)",text,2026-06-12
6a4537a3d9e915dc0682777c,6a4537a3d9e915dc0682777b,6a446c89c565d1d2499d3f99,"The details have been updated in the portal. (Library issue)",text,2026-06-02
6a4537a3d9e915dc0682777d,6a4537a3d9e915dc0682777b,6a446e91bc8a00e9cc2565e8,"Thank you for your prompt response. (Internship approval)",text,2026-06-02
6a4537a3d9e915dc0682777e,6a4537a3d9e915dc0682777b,6a446e91bc8a00e9cc2565e8,"The details have been updated in the portal. (Scholarship enquiry)",text,2026-06-03
6a4537a3d9e915dc0682777f,6a4537a3d9e915dc0682777b,6a446c89c565d1d2499d3f99,"Noted. Thank you for the information. (Placement enquiry)",text,2026-06-04
6a4537a3d9e915dc06827780,6a4537a3d9e915dc0682777b,6a446c89c565d1d2499d3f99,"This looks good to me. Proceed. (Hostel issue)",text,2026-06-05
6a4537a3d9e915dc06827781,6a4537a3d9e915dc0682777b,6a446e91bc8a00e9cc2565e8,"I will check and get back to you. (Library issue)",text,2026-06-05
6a4537a3d9e915dc06827782,6a4537a3d9e915dc0682777b,6a446e91bc8a00e9cc2565e8,"Please find the revised version attached. (Library issue)",text,2026-06-05
6a4537a3d9e915dc06827783,6a4537a3d9e915dc0682777b,6a446e91bc8a00e9cc2565e8,"I have attached the document you requested. (Hostel issue)",text,2026-06-05
6a4537a3d9e915dc06827784,6a4537a3d9e915dc0682777b,6a446e91bc8a00e9cc2565e8,"Hello, could we discuss this further? (Leave request)",text,2026-06-06
6a4537a3d9e915dc06827785,6a4537a3d9e915dc0682777b,6a446c89c565d1d2499d3f99,"I will check and get back to you. (Attendance clarification)",text,2026-06-06
6a4537a3d9e915dc06827786,6a4537a3d9e915dc0682777b,6a446e91bc8a00e9cc2565e8,"This looks good to me. Proceed. (Internal marks doubt)",text,2026-06-07
6a4537a3d9e915dc06827787,6a4537a3d9e915dc0682777b,6a446e91bc8a00e9cc2565e8,"Can we schedule a quick meeting? (Project discussion)",document,2026-06-08
6a4537a3d9e915dc06827788,6a4537a3d9e915dc0682777b,6a446c89c565d1d2499d3f99,"The details have been updated in the portal. (Fee clarification)",text,2026-06-08
6a4537a3d9e915dc06827789,6a4537a3d9e915dc0682777b,6a446c89c565d1d2499d3f99,"Noted. Thank you for the information. (Leave request)",text,2026-06-09
6a4537a3d9e915dc0682778a,6a4537a3d9e915dc0682777b,6a446e91bc8a00e9cc2565e8,"This looks good to me. Proceed. (Internship approval)",text,2026-06-09
6a4537a3d9e915dc0682778b,6a4537a3d9e915dc0682777b,6a446e91bc8a00e9cc2565e8,"When is the deadline for this submission? (Hackathon registration)",text,2026-06-10
6a4537a3d9e915dc0682778c,6a4537a3d9e915dc0682777b,6a446e91bc8a00e9cc2565e8,"Is there any update on this? (Internship approval)",text,2026-06-11
6a4537a3d9e915dc0682778d,6a4537a3d9e915dc0682777b,6a446e91bc8a00e9cc2565e8,"Hello, could we discuss this further? (Attendance clarification)",text,2026-06-11
6a4537a3d9e915dc0682778e,6a4537a3d9e915dc0682777b,6a446e91bc8a00e9cc2565e8,"This looks good to me. Proceed. (Hackathon registration)",document,2026-06-11
6a4537a3d9e915dc0682778f,6a4537a3d9e915dc0682777b,6a446c89c565d1d2499d3f99,"Is there any update on this? (Attendance clarification)",text,2026-06-12
6a4537a3d9e915dc06827790,6a4537a3d9e915dc0682777b,6a446e91bc8a00e9cc2565e8,"Thank you for your prompt response. (Transport issue)",text,2026-06-12
6a4537a3d9e915dc06827791,6a4537a3d9e915dc0682777b,6a446e91bc8a00e9cc2565e8,"Please find the revised version attached. (Fee clarification)",text,2026-06-13
6a4537a3d9e915dc06827793,6a4537a3d9e915dc06827792,6a446c99c565d1d2499d4091,"Can we schedule a quick meeting? (Hackathon registration)",text,2026-06-02
6a4537a3d9e915dc06827794,6a4537a3d9e915dc06827792,6a446e8bbc8a00e9cc256594,"The details have been updated in the portal. (Transport issue)",text,2026-06-02
6a4537a3d9e915dc06827795,6a4537a3d9e915dc06827792,6a446e8bbc8a00e9cc256594,"Hello, could we discuss this further? (Placement enquiry)",text,2026-06-03
6a4537a3d9e915dc06827796,6a4537a3d9e915dc06827792,6a446e8bbc8a00e9cc256594,"Hello, could we discuss this further? (Placement enquiry)",document,2026-06-04
6a4537a3d9e915dc06827797,6a4537a3d9e915dc06827792,6a446e8bbc8a00e9cc256594,"I have attached the document you requested. (Transport issue)",text,2026-06-05
6a4537a3d9e915dc06827798,6a4537a3d9e915dc06827792,6a446c99c565d1d2499d4091,"Noted. Thank you for the information. (Transport issue)",text,2026-06-05
6a4537a3d9e915dc06827799,6a4537a3d9e915dc06827792,6a446c99c565d1d2499d4091,"Noted. Thank you for the information. (Lab issue)",text,2026-06-05
6a4537a3d9e915dc0682779a,6a4537a3d9e915dc06827792,6a446c99c565d1d2499d4091,"Hello, could we discuss this further? (Transport issue)",text,2026-06-05
6a4537a3d9e915dc0682779b,6a4537a3d9e915dc06827792,6a446c99c565d1d2499d4091,"Please find the revised version attached. (Placement enquiry)",text,2026-06-06
6a4537a3d9e915dc0682779c,6a4537a3d9e915dc06827792,6a446c99c565d1d2499d4091,"Hello, could we discuss this further? (Lab issue)",text,2026-06-06
6a4537a3d9e915dc0682779d,6a4537a3d9e915dc06827792,6a446e8bbc8a00e9cc256594,"Can we schedule a quick meeting? (Hackathon registration)",text,2026-06-07
6a4537a3d9e915dc0682779e,6a4537a3d9e915dc06827792,6a446e8bbc8a00e9cc256594,"Hello, could we discuss this further? (Internal marks doubt)",text,2026-06-07
6a4537a3d9e915dc0682779f,6a4537a3d9e915dc06827792,6a446c99c565d1d2499d4091,"Thank you for your prompt response. (Hackathon registration)",text,2026-06-08
6a4537a3d9e915dc068277a0,6a4537a3d9e915dc06827792,6a446e8bbc8a00e9cc256594,"The details have been updated in the portal. (Fee clarification)",text,2026-06-08
6a4537a3d9e915dc068277a1,6a4537a3d9e915dc06827792,6a446c99c565d1d2499d4091,"Hello, could we discuss this further? (Fee clarification)",text,2026-06-09
6a4537a3d9e915dc068277a2,6a4537a3d9e915dc06827792,6a446c99c565d1d2499d4091,"This looks good to me. Proceed. (Leave request)",text,2026-06-10
6a4537a3d9e915dc068277a3,6a4537a3d9e915dc06827792,6a446c99c565d1d2499d4091,"Please approve my request at the earliest. (Attendance clarification)",text,2026-06-10
6a4537a3d9e915dc068277a4,6a4537a3d9e915dc06827792,6a446e8bbc8a00e9cc256594,"This looks good to me. Proceed. (Hostel issue)",text,2026-06-10
6a4537a3d9e915dc068277a5,6a4537a3d9e915dc06827792,6a446c99c565d1d2499d4091,"Hello, could we discuss this further? (Internship approval)",text,2026-06-10
6a4537a3d9e915dc068277a6,6a4537a3d9e915dc06827792,6a446e8bbc8a00e9cc256594,"I have attached the document you requested. (Internship approval)",text,2026-06-10
6a4537a3d9e915dc068277a7,6a4537a3d9e915dc06827792,6a446e8bbc8a00e9cc256594,"I am currently looking into this issue. (Placement enquiry)",text,2026-06-11
6a4537a3d9e915dc068277a8,6a4537a3d9e915dc06827792,6a446e8bbc8a00e9cc256594,"When is the deadline for this submission? (Hostel issue)",text,2026-06-12
6a4537a3d9e915dc068277a9,6a4537a3d9e915dc06827792,6a446e8bbc8a00e9cc256594,"When is the deadline for this submission? (Hostel issue)",text,2026-06-12
6a4537a3d9e915dc068277ab,6a4537a3d9e915dc068277aa,6a446c96c565d1d2499d4055,"Hello, could we discuss this further? (Lab issue)",document,2026-06-01
6a4537a3d9e915dc068277ac,6a4537a3d9e915dc068277aa,6a446e8bbc8a00e9cc256594,"Noted. Thank you for the information. (Transport issue)",document,2026-06-01
6a4537a3d9e915dc068277ad,6a4537a3d9e915dc068277aa,6a446e8bbc8a00e9cc256594,"I will check and get back to you. (Exam timetable)",text,2026-06-02
6a4537a3d9e915dc068277ae,6a4537a3d9e915dc068277aa,6a446c96c565d1d2499d4055,"When is the deadline for this submission? (Internal marks doubt)",text,2026-06-03
6a4537a3d9e915dc068277af,6a4537a3d9e915dc068277aa,6a446c96c565d1d2499d4055,"I have attached the document you requested. (Transport issue)",text,2026-06-04
6a4537a3d9e915dc068277b0,6a4537a3d9e915dc068277aa,6a446c96c565d1d2499d4055,"I will check and get back to you. (Fee clarification)",text,2026-06-04
6a4537a3d9e915dc068277b1,6a4537a3d9e915dc068277aa,6a446e8bbc8a00e9cc256594,"Is there any update on this? (Attendance clarification)",text,2026-06-05
6a4537a3d9e915dc068277b2,6a4537a3d9e915dc068277aa,6a446c96c565d1d2499d4055,"This looks good to me. Proceed. (Scholarship enquiry)",text,2026-06-05
6a4537a3d9e915dc068277b3,6a4537a3d9e915dc068277aa,6a446c96c565d1d2499d4055,"Noted. Thank you for the information. (Project discussion)",text,2026-06-06
6a4537a3d9e915dc068277b4,6a4537a3d9e915dc068277aa,6a446e8bbc8a00e9cc256594,"Thank you for your prompt response. (Exam timetable)",text,2026-06-06
6a4537a3d9e915dc068277b5,6a4537a3d9e915dc068277aa,6a446e8bbc8a00e9cc256594,"Can we schedule a quick meeting? (Transport issue)",text,2026-06-07
6a4537a3d9e915dc068277b7,6a4537a3d9e915dc068277b6,6a446e8cbc8a00e9cc25659a,"This looks good to me. Proceed. (Transport issue)",text,2026-06-02
6a4537a3d9e915dc068277b8,6a4537a3d9e915dc068277b6,6a446e8cbc8a00e9cc25659a,"This looks good to me. Proceed. (Hostel issue)",text,2026-06-03
6a4537a3d9e915dc068277b9,6a4537a3d9e915dc068277b6,6a446e8cbc8a00e9cc25659a,"I've forwarded this to the concerned department. (Exam timetable)",text,2026-06-04
6a4537a3d9e915dc068277ba,6a4537a3d9e915dc068277b6,6a446c8fc565d1d2499d4007,"Noted. Thank you for the information. (Internal marks doubt)",text,2026-06-04
6a4537a3d9e915dc068277bb,6a4537a3d9e915dc068277b6,6a446e8cbc8a00e9cc25659a,"Let me know if you need any more details. (Lab issue)",text,2026-06-05
6a4537a3d9e915dc068277bc,6a4537a3d9e915dc068277b6,6a446c8fc565d1d2499d4007,"Let me know if you need any more details. (Hackathon registration)",text,2026-06-05
6a4537a3d9e915dc068277bd,6a4537a3d9e915dc068277b6,6a446e8cbc8a00e9cc25659a,"Hello, could we discuss this further? (Scholarship enquiry)",text,2026-06-06
6a4537a3d9e915dc068277be,6a4537a3d9e915dc068277b6,6a446e8cbc8a00e9cc25659a,"Let me know if you need any more details. (Placement enquiry)",text,2026-06-06
6a4537a3d9e915dc068277bf,6a4537a3d9e915dc068277b6,6a446c8fc565d1d2499d4007,"When is the deadline for this submission? (Internship approval)",text,2026-06-07
6a4537a3d9e915dc068277c0,6a4537a3d9e915dc068277b6,6a446c8fc565d1d2499d4007,"I will check and get back to you. (Scholarship enquiry)",text,2026-06-07
6a4537a3d9e915dc068277c1,6a4537a3d9e915dc068277b6,6a446c8fc565d1d2499d4007,"Can we schedule a quick meeting? (Scholarship enquiry)",text,2026-06-08
6a4537a3d9e915dc068277c2,6a4537a3d9e915dc068277b6,6a446e8cbc8a00e9cc25659a,"I will check and get back to you. (Exam timetable)",text,2026-06-08
6a4537a3d9e915dc068277c3,6a4537a3d9e915dc068277b6,6a446e8cbc8a00e9cc25659a,"I am currently looking into this issue. (Leave request)",text,2026-06-08
6a4537a3d9e915dc068277c4,6a4537a3d9e915dc068277b6,6a446e8cbc8a00e9cc25659a,"Can we schedule a quick meeting? (Internal marks doubt)",text,2026-06-09
6a4537a3d9e915dc068277c5,6a4537a3d9e915dc068277b6,6a446c8fc565d1d2499d4007,"Please approve my request at the earliest. (Internship approval)",document,2026-06-10
6a4537a3d9e915dc068277c6,6a4537a3d9e915dc068277b6,6a446e8cbc8a00e9cc25659a,"Please approve my request at the earliest. (Library issue)",text,2026-06-10
6a4537a3d9e915dc068277c7,6a4537a3d9e915dc068277b6,6a446c8fc565d1d2499d4007,"The details have been updated in the portal. (Research discussion)",text,2026-06-11
6a4537a3d9e915dc068277c8,6a4537a3d9e915dc068277b6,6a446e8cbc8a00e9cc25659a,"I have attached the document you requested. (Internship approval)",text,2026-06-11
6a4537a3d9e915dc068277c9,6a4537a3d9e915dc068277b6,6a446c8fc565d1d2499d4007,"Noted. Thank you for the information. (Internship approval)",text,2026-06-11
6a4537a3d9e915dc068277ca,6a4537a3d9e915dc068277b6,6a446c8fc565d1d2499d4007,"I have attached the document you requested. (Internal marks doubt)",text,2026-06-12
6a4537a3d9e915dc068277cb,6a4537a3d9e915dc068277b6,6a446c8fc565d1d2499d4007,"Hello, could we discuss this further? (Exam timetable)",text,2026-06-12
6a4537a3d9e915dc068277cc,6a4537a3d9e915dc068277b6,6a446c8fc565d1d2499d4007,"Is there any update on this? (Leave request)",text,2026-06-13
6a4537a3d9e915dc068277cd,6a4537a3d9e915dc068277b6,6a446c8fc565d1d2499d4007,"Is there any update on this? (Internal marks doubt)",text,2026-06-13
6a4537a3d9e915dc068277ce,6a4537a3d9e915dc068277b6,6a446e8cbc8a00e9cc25659a,"The details have been updated in the portal. (Internship approval)",text,2026-06-13
6a4537a3d9e915dc068277cf,6a4537a3d9e915dc068277b6,6a446c8fc565d1d2499d4007,"I have attached the document you requested. (Exam timetable)",document,2026-06-13
6a4537a3d9e915dc068277d0,6a4537a3d9e915dc068277b6,6a446e8cbc8a00e9cc25659a,"Noted. Thank you for the information. (Scholarship enquiry)",text,2026-06-14
6a4537a3d9e915dc068277d2,6a4537a3d9e915dc068277d1,6a446e8cbc8a00e9cc2565a0,"I have attached the document you requested. (Library issue)",text,2026-06-02
6a4537a3d9e915dc068277d3,6a4537a3d9e915dc068277d1,6a446c9ec565d1d2499d40df,"I've forwarded this to the concerned department. (Hostel issue)",text,2026-06-02
6a4537a3d9e915dc068277d4,6a4537a3d9e915dc068277d1,6a446e8cbc8a00e9cc2565a0,"I am currently looking into this issue. (Hostel issue)",text,2026-06-02
6a4537a3d9e915dc068277d5,6a4537a3d9e915dc068277d1,6a446c9ec565d1d2499d40df,"Thank you for your prompt response. (Internship approval)",text,2026-06-02
6a4537a3d9e915dc068277d6,6a4537a3d9e915dc068277d1,6a446c9ec565d1d2499d40df,"Thank you for your prompt response. (Transport issue)",text,2026-06-03
6a4537a3d9e915dc068277d7,6a4537a3d9e915dc068277d1,6a446e8cbc8a00e9cc2565a0,"Can we schedule a quick meeting? (Research discussion)",text,2026-06-03
6a4537a3d9e915dc068277d8,6a4537a3d9e915dc068277d1,6a446e8cbc8a00e9cc2565a0,"This looks good to me. Proceed. (Lab issue)",text,2026-06-03
6a4537a3d9e915dc068277d9,6a4537a3d9e915dc068277d1,6a446e8cbc8a00e9cc2565a0,"Please approve my request at the earliest. (Project discussion)",text,2026-06-04
6a4537a3d9e915dc068277da,6a4537a3d9e915dc068277d1,6a446c9ec565d1d2499d40df,"I have attached the document you requested. (Lab issue)",text,2026-06-04
6a4537a3d9e915dc068277db,6a4537a3d9e915dc068277d1,6a446e8cbc8a00e9cc2565a0,"When is the deadline for this submission? (Library issue)",text,2026-06-05
6a4537a3d9e915dc068277dc,6a4537a3d9e915dc068277d1,6a446e8cbc8a00e9cc2565a0,"Please approve my request at the earliest. (Library issue)",text,2026-06-05
6a4537a3d9e915dc068277dd,6a4537a3d9e915dc068277d1,6a446e8cbc8a00e9cc2565a0,"I've forwarded this to the concerned department. (Internship approval)",text,2026-06-05
6a4537a3d9e915dc068277de,6a4537a3d9e915dc068277d1,6a446e8cbc8a00e9cc2565a0,"When is the deadline for this submission? (Project discussion)",text,2026-06-05
6a4537a3d9e915dc068277df,6a4537a3d9e915dc068277d1,6a446c9ec565d1d2499d40df,"The details have been updated in the portal. (Scholarship enquiry)",text,2026-06-06
6a4537a3d9e915dc068277e0,6a4537a3d9e915dc068277d1,6a446c9ec565d1d2499d40df,"Noted. Thank you for the information. (Library issue)",text,2026-06-06
6a4537a3d9e915dc068277e1,6a4537a3d9e915dc068277d1,6a446e8cbc8a00e9cc2565a0,"This looks good to me. Proceed. (Library issue)",text,2026-06-07
6a4537a3d9e915dc068277e2,6a4537a3d9e915dc068277d1,6a446e8cbc8a00e9cc2565a0,"Thank you for your prompt response. (Hackathon registration)",text,2026-06-07
6a4537a3d9e915dc068277e3,6a4537a3d9e915dc068277d1,6a446c9ec565d1d2499d40df,"Thank you for your prompt response. (Lab issue)",text,2026-06-08
6a4537a3d9e915dc068277e4,6a4537a3d9e915dc068277d1,6a446e8cbc8a00e9cc2565a0,"I've forwarded this to the concerned department. (Library issue)",text,2026-06-09
6a4537a3d9e915dc068277e5,6a4537a3d9e915dc068277d1,6a446e8cbc8a00e9cc2565a0,"Noted. Thank you for the information. (Internal marks doubt)",text,2026-06-09
6a4537a3d9e915dc068277e6,6a4537a3d9e915dc068277d1,6a446e8cbc8a00e9cc2565a0,"Noted. Thank you for the information. (Fee clarification)",text,2026-06-10
6a4537a3d9e915dc068277e7,6a4537a3d9e915dc068277d1,6a446c9ec565d1d2499d40df,"I will check and get back to you. (Scholarship enquiry)",text,2026-06-10
6a4537a3d9e915dc068277e8,6a4537a3d9e915dc068277d1,6a446c9ec565d1d2499d40df,"Thank you for your prompt response. (Lab issue)",text,2026-06-10
6a4537a3d9e915dc068277e9,6a4537a3d9e915dc068277d1,6a446e8cbc8a00e9cc2565a0,"This looks good to me. Proceed. (Hackathon registration)",text,2026-06-11
6a4537a3d9e915dc068277ea,6a4537a3d9e915dc068277d1,6a446c9ec565d1d2499d40df,"Please find the revised version attached. (Internal marks doubt)",text,2026-06-11
6a4537a3d9e915dc068277eb,6a4537a3d9e915dc068277d1,6a446c9ec565d1d2499d40df,"I have attached the document you requested. (Hackathon registration)",text,2026-06-12
6a4537a3d9e915dc068277ec,6a4537a3d9e915dc068277d1,6a446c9ec565d1d2499d40df,"This looks good to me. Proceed. (Lab issue)",text,2026-06-13
6a4537a3d9e915dc068277ed,6a4537a3d9e915dc068277d1,6a446c9ec565d1d2499d40df,"This looks good to me. Proceed. (Research discussion)",text,2026-06-14
6a4537a3d9e915dc068277ee,6a4537a3d9e915dc068277d1,6a446e8cbc8a00e9cc2565a0,"Please find the revised version attached. (Internal marks doubt)",text,2026-06-14
6a4537a3d9e915dc068277ef,6a4537a3d9e915dc068277d1,6a446c9ec565d1d2499d40df,"Is there any update on this? (Hostel issue)",text,2026-06-14
6a4537a3d9e915dc068277f0,6a4537a3d9e915dc068277d1,6a446c9ec565d1d2499d40df,"The details have been updated in the portal. (Research discussion)",text,2026-06-14
6a4537a3d9e915dc068277f1,6a4537a3d9e915dc068277d1,6a446e8cbc8a00e9cc2565a0,"Let me know if you need any more details. (Transport issue)",text,2026-06-15
6a4537a3d9e915dc068277f2,6a4537a3d9e915dc068277d1,6a446e8cbc8a00e9cc2565a0,"Please find the revised version attached. (Scholarship enquiry)",text,2026-06-16
6a4537a3d9e915dc068277f3,6a4537a3d9e915dc068277d1,6a446e8cbc8a00e9cc2565a0,"This looks good to me. Proceed. (Hostel issue)",text,2026-06-16
6a4537a3d9e915dc068277f5,6a4537a3d9e915dc068277f4,6a446e92bc8a00e9cc256600,"I've forwarded this to the concerned department. (Transport issue)",text,2026-06-01
6a4537a3d9e915dc068277f6,6a4537a3d9e915dc068277f4,6a446e92bc8a00e9cc256600,"Please find the revised version attached. (Exam timetable)",text,2026-06-02
6a4537a3d9e915dc068277f7,6a4537a3d9e915dc068277f4,6a446e92bc8a00e9cc256600,"Let me know if you need any more details. (Transport issue)",text,2026-06-02
6a4537a3d9e915dc068277f8,6a4537a3d9e915dc068277f4,6a446c94c565d1d2499d403d,"Let me know if you need any more details. (Exam timetable)",document,2026-06-03
6a4537a3d9e915dc068277f9,6a4537a3d9e915dc068277f4,6a446c94c565d1d2499d403d,"I have attached the document you requested. (Hostel issue)",text,2026-06-04
6a4537a3d9e915dc068277fa,6a4537a3d9e915dc068277f4,6a446c94c565d1d2499d403d,"When is the deadline for this submission? (Fee clarification)",text,2026-06-05
6a4537a3d9e915dc068277fb,6a4537a3d9e915dc068277f4,6a446e92bc8a00e9cc256600,"Please approve my request at the earliest. (Attendance clarification)",text,2026-06-05
6a4537a3d9e915dc068277fc,6a4537a3d9e915dc068277f4,6a446e92bc8a00e9cc256600,"Noted. Thank you for the information. (Hostel issue)",text,2026-06-05
6a4537a3d9e915dc068277fd,6a4537a3d9e915dc068277f4,6a446e92bc8a00e9cc256600,"I have attached the document you requested. (Fee clarification)",text,2026-06-06
6a4537a3d9e915dc068277fe,6a4537a3d9e915dc068277f4,6a446e92bc8a00e9cc256600,"This looks good to me. Proceed. (Research discussion)",text,2026-06-06
6a4537a3d9e915dc068277ff,6a4537a3d9e915dc068277f4,6a446e92bc8a00e9cc256600,"Noted. Thank you for the information. (Project discussion)",document,2026-06-06
6a4537a3d9e915dc06827800,6a4537a3d9e915dc068277f4,6a446e92bc8a00e9cc256600,"I am currently looking into this issue. (Hackathon registration)",text,2026-06-07
6a4537a3d9e915dc06827801,6a4537a3d9e915dc068277f4,6a446c94c565d1d2499d403d,"I have attached the document you requested. (Library issue)",text,2026-06-07
6a4537a3d9e915dc06827802,6a4537a3d9e915dc068277f4,6a446c94c565d1d2499d403d,"Please find the revised version attached. (Hostel issue)",text,2026-06-07
6a4537a3d9e915dc06827803,6a4537a3d9e915dc068277f4,6a446e92bc8a00e9cc256600,"The details have been updated in the portal. (Hackathon registration)",text,2026-06-08
6a4537a3d9e915dc06827804,6a4537a3d9e915dc068277f4,6a446e92bc8a00e9cc256600,"Is there any update on this? (Transport issue)",text,2026-06-08
6a4537a3d9e915dc06827805,6a4537a3d9e915dc068277f4,6a446c94c565d1d2499d403d,"Let me know if you need any more details. (Library issue)",text,2026-06-09
6a4537a3d9e915dc06827806,6a4537a3d9e915dc068277f4,6a446c94c565d1d2499d403d,"Hello, could we discuss this further? (Internal marks doubt)",text,2026-06-09
6a4537a3d9e915dc06827807,6a4537a3d9e915dc068277f4,6a446c94c565d1d2499d403d,"I've forwarded this to the concerned department. (Hostel issue)",text,2026-06-10
6a4537a3d9e915dc06827808,6a4537a3d9e915dc068277f4,6a446c94c565d1d2499d403d,"I will check and get back to you. (Leave request)",document,2026-06-10
6a4537a3d9e915dc0682780a,6a4537a3d9e915dc06827809,6a446c8cc565d1d2499d3fdd,"Please approve my request at the earliest. (Lab issue)",text,2026-06-01
